text,English,label
godi baynna%1. adjective%► ownerless%● godi baynna hariya,ownerless donkey,negative
petty%● godolo ooso,pointless action,negative
golaa%1. noun%► sisal; fluff%● Wodoruwa golaappe dooqqeettees.,We twist a rope,negative
gololattiis.,The man shriveled because of his old age.,negative
giyogaa.,'Gonchis' means to suckle completely.,negative
naa''u biittati issoy issuwara gonddoorettidosona.,Two countries on the border,positive
kattaa worees.,Army worms kill seedlings and crops.,negative
gonggiya bolli unccaa qanxxawus.,Mother chops enset product on the board.,negative
gonniis%1. transitive verb%► tie a yoke%● I qambbaraa gonniis.,He tied the,positive
"sharafay goo""iis.",Weeds were abundantly found on the lazy peasant's farm.,negative
heezzutoo goobanees.,"Thirteen times per year, the moon becomes full.",positive
asttamaaree oyshaa sohuwara ootti aggiis. A goobatettay tana malaalees.,The,positive
kolloojjiyappe goodettiis.,He was dismissed from the college for academic,negative
googettaa%1. noun%► peeling%● Masunttay googettaa doommiis.,The wound started,negative
googgiis.,The skin on her nose chapped.,negative
Goommaree shodhdhiyappe gitatees.,A toad is bigger than a frog.,positive
are kept%● Booraassi gooranchchuwa giigissiis.,He built a stable for the ox.,positive
gooraxiis%1. transitive verb%► graze%● Baquloti dembban gooraxidosona.,The,positive
goottaa%1. noun%► plaiting needle%● Masoofee goottan sikettees.,The 'mesob',negative
"matidi, goottarees.","Being close to death, the man is gasping for air.",negative
"harggee daro qohin, gooxattiis","Since he was very sick, he was skinny.",negative
gophphattiis.,He fell asleep,negative
gorbbee aadhdhi wodhdhiis.,His rumen collapsed because of serious hunger.,negative
"gorppikko, ne bollan diya kixay wodhdhana.","If you massage carefully, the",negative
goynnees.,People worship in the church every Sunday.,positive
"goyriis%1. transitive verb%► murder, kill%● Olay daro asaa goyriis.",The war,negative
gubbana%1. adjective%► cloudy%● gubbana gallassa,cloudy day,negative
gudunttaa%1. noun%► pig%● Gudunttay waassees.,A pig grunts.,negative
Daro asay goynniiddi banttana gufannissoosona.,Many people prostrate,positive
haanne guferettees.,The calf is jumping here and there.,positive
ubbay A bonchchees.,He is a popular man; everybody in the vicinity respects,positive
gulccucciis%1. intransitive verb%► become shoddy%● Oosoy gulccucciis.,The work,positive
head and the face with clothes%● I huuphiya gullottidi xiskkiis.,He covered,positive
de'ees.,An insect has six legs.,positive
shemppuwa worida uray shemppoy hayqqido keetta asaassi gumiya qanxxees.,In,positive
gunddaa%1. noun%► cripple%● Gundday hemettanawu danddayenna.,A cripple is,negative
"damage to nerve or muscle function %● naa""u tohuwa gunddettaa",paralysis of,negative
I xoossaa woossanawu sa'an guphphu giis.,He laid his face down on the ground,negative
guppi geliis.,He plunged into the river in order to save the child.,negative
dagammidi guppiis.,"Being scared, the boy jumped when the dog barked.",negative
miizzay gurbbaa mees.,Cows eat the stem of false bananas when there is,negative
heerati issoy issuwa bolli gurubidosona.,The people in the two surrounding,positive
guttuwa%1. noun%► owl%● Guttoy waassees.,An owl hoots.,positive
dullan guufetidi hemettees.,The crippled boy was supported by a cane.,negative
hemettees.,Old people walk holding a walking stick.,negative
giyogee ayoodiniya pacaappe denddidaagan qooriyan kixxiyagaa.,A goiter is a,negative
guuriis%1. intransitive verb%► go in the morning%● Imattati guuridosona.,The,positive
daganttiis.,The hyena's rumble startled the small children.,positive
guurunttaa%1. noun%► snarl; growl%● godariya guurunttaa,the growl of a hyena,negative
guuttaa%1. adverb%► a little%● Eti eriyobay guutta.,They know a little.,positive
disrespectful %● Wuussi guxunaatta eeshsha.,Theft is a disgraceful behavior.,negative
guxuniis.,The meat became full of maggots.,negative
guxuniya%1. noun%► worm; maggot %● Kuttoy darotoo guxuniya mees.,Hens often,positive
gúúliya%1. noun%► prolonged rain%● Gúúliyaara meegoy kare kessenna.,Since,positive
"ha""i%1. adverb%► now%● Eti xeesoosappe ha''i heezzu saamintta.",Now it has been,negative
"ha""issawu keraa ekkida.",We rented this house temporarily.,negative
ha''aa%1. interjection%► ouch %● Ha''aa! ta tirawu.,Ouch! my chest hurts.,negative
"haa%1. adverb%► here, this place%● Haa ya.",Come here.,positive
haahotettay 329 kilomeetire.,The distance from Wolaita Soddo to Addis Ababa is,positive
haani%1. adverb%► here%● Ta haani days A yan dawusu.,I live here and she lives,positive
haariis.,He hoarded yams for later use.,negative
haasayaa wogaa%1. noun%► grammar%● Inggilizettuwa Hasayaa wogaa,English,positive
Mishiriya uuttaa haashaasu.,The woman scratched the stem of the false banana.,negative
haatta ollaa%1. noun%► well%● Taani haattaa ollaappe kessanawu danddayikke.,I,positive
haattaa wadhdhidosona.,The boys swam across the river.,positive
haaya%1. interjection%► come here%● Haaya! Ta nena haasayissanawu koyaas.,Come,positive
mishoy habbeeriis.,"Because he has malaria, he has a high fever.",negative
habbeeruwa%1. noun%► high fever%● Tana habbeerees.,I have a high fever.,negative
Saynno,the coming week on Monday,positive
something%● I tana bari naata naagana mala hadariis.,He entrusted me to take,positive
hadhdhafiis.,He rode the child pillion on horseback.,negative
good wish to someone%● Hagalo ubbawukka!,Good luck to all of us!,positive
hagan%1. adverb%► here%● Hagan dees.,Here it is.,positive
"hagawu%1. adverb%► here; this place%● I naa""u gallassappe kase hagawu yiis.",He,positive
pittabeykku.,She didn't sweep the house thoroughly.,negative
woossinkka halluuti giidi ixxiis.,We begged him to lend us money but he,negative
halqquma shukkaariya maanawu danddayikke.,I cannot eat this partially-cooked,negative
eettibeennaagee donoy halqqumiis.,The potatoes are not well cooked because the,negative
halqqunttaasu.,The woman did not fully cook the yam.,negative
asay tukkiya haluwan uyees.,Communal labor workers drink coffee from a small,negative
Hamakkay zanddiidaa daddanaassi maaddees.,"'Hamaka' is a small, slender plant",positive
haattaa hambbalaashiis.,The wind spoiled the water.,negative
Maahee bitaniya wora giddon hambburuuciis.,The leopard clawed the man in the,negative
hamma%1. transitive verb%► give me%● Taayyoo maxaafaa hamma.,Give me the book.,positive
gaanaassi/mokkanaassi yan issi uray de'ees.,There was somebody there to,negative
shiishshaasu.,She gave a warm welcome to the guests.,positive
Hamuusi wonttees.,Thursday comes after Wednesday.,positive
hanenna.,It is not possible for this small girl to cook the wot.,negative
something%● oosuwassi hanccaqaro annaacanchcha,a strong candidate for the job,positive
tough%● I ba heeraa asaa giddon hanccaqarotiis.,He became powerful in his,positive
handdatiis%1. intransitive verb%► become fat%● Deeshshay handdatiis.,The goat,positive
haanggaasu.,She opened her mouth widely to bite the apple.,positive
hanissees/danddayissees.,The internet enables you to get knowledge.,positive
biikke.,Come here quickly; otherwise I won't go.,negative
imma.,"If the new book is lost, give me another.",negative
kanay saxxananne.,Don't come this way; the dog might bite you.,negative
timirttiyan hanttaarettaasu.,She became astute after years of education.,positive
oosanchchaa,energetic worker,positive
haphaa%1. noun%► cuddle %● Kuttiya phuuphulliya haphaa bolli dawusu.,The hen,positive
hara%1. adjective%► other; another%● hara maayuwa,other clothes,negative
miizziyo haraa heemmidi 100 biraa woriya miis.,He got 100 birr profit renting,negative
haraa%1. noun%► rent (of cows for profit)%● I miizziyo haraa buuccees.,He,positive
gelaasu.,She married another man after her husband died.,positive
haraqiya%1. noun%► arm%● Qeeri naata haraqiya oyqqada tookkoppa.,Don't lift,negative
haraqiya%1. noun%► liquor; alcohol%● Haraqee alkkoole ushsha.,Liquor is an,positive
harbbaynnuwa%1. noun%► hare; rabbit%● Harbbaynniya keehi woxxawusu.,A rabbit,positive
hargge malaataa%1. noun%► symptom%● Mishoy hargge malaata.,Fever is symptom of,negative
"hayquwa siyi simmidi, saamintta gidiyagaa harggiis.",Having heard his mother's,positive
injured%● Asa harggissanawu danddayaa koshshees.,Patience is needed in order,negative
"hariyo%1. noun%► jenny, a female donkey%● Ha hariya maraa yelaasu.",This jenny,positive
haroode%1. adverb%► another time%● Nuuni haroode gayttana.,We will meet,positive
Haattay harottiis.,The river overflowed.,positive
efanaappe kasetada harqqaychcha.,Sift the teff before you take it to the mill.,negative
hashiya%1. noun%► shoulder%● Bitanee konttaale gaashiya hashiyan tookkiis.,The,positive
hashiyan goyidi oosuwa wurssennan ixxiis.,The boy loafed and would not finish,negative
hasiis%1. transitive verb%► scavenge%● Kanay pituwa olosan hasees.,The dog,positive
Tana hassayissuutee?,I have forgotten your name. Can you remind me?,negative
"tal""iis.",He borrowed thirty birr from me last week.,negative
haydaa%1. noun%► history%● Wolaytta Haydaa,History of Wolaita,positive
hayqqenna%1. adjective%► immortal%● Hayqqenna asi de'ii?,Is there anyone who,negative
hayqqibeenna%1. adjective%► alive; living%● hayqqibeenna asa,a man who is,positive
hayqqida%1. adjective%► dead%● Hayqqida medoossay xinqqees.,Dead animals smell,negative
hayqqiya%1. adjective%► mortal%● Asi hayqqiyabaa.,Man is mortal.,positive
hayquwa%1. noun%► death%● Nagaraa waagay/damoozay/gatee hayquwa.,The wage of,positive
haysiya%1. noun%► story; fable; tale%● Haysiya yoota.,Tell the story.,positive
asaassi hayttaa kessiis.,His actions made our family reputable.,negative
goobada hayttataasu.,"By being studious, she became reputable.",negative
he%1. adjective%► that%● he maxaafaa,that book,positive
Heeraa asay di'oy yiyo wode issoy issuwara maadettiis.,The villagers helped,positive
siyokkona.,"I warned the children, but they wouldn't listen.",negative
"beero gadaawa, hegaa bollankka, lo''o shufeere.","He is a brilliant officer,",positive
matidosona.,There they are! They are going to arrive here.,positive
"Tohoy deshettido na'ay hekkul""ees.",The child whose leg is hurt is hopping.,negative
heqqummiis%1. intransitive verb%► hiccup%● A sakettada heqqummaasu.,Being,positive
"heregaa%1. noun%► mirror%● Ne som""uwa heregan xeella.",Take a look at your face,positive
hidootaa wottaas.,I hope you will graduate this year.,positive
"yettaynne, xaafuwa oosoy dees.","In art, there is painting, music, and writing.",positive
koolanawu danddayees.,He is a handy person; He can fix anything.,positive
keettaappe kessi ekkanawu hiillatiiddi ohettiis.,The thief was arrested when,negative
daafuridi hilssi giis.,"After working hard, he was tired.",negative
hinddite!,It is getting dark; so let's go!,negative
loomiya hinggettan duutta.,Grab the oranges with the hook if you can't reach,negative
yootees.,A fortune teller predicts the future.,negative
kariya hiraqqiis.,Father bolted the door at night.,negative
hirggaa%1. noun%► anxiety; worry%● Hirggay asaa de'uwa qohees.,Anxiety hurts,negative
hirggissiya metuwan geliis.,He encountered a scary problem.,negative
hirggiya%1. adjective%► anxious%● hirggiya asaa,anxious men,negative
yiillotidi haasayiyo wode ezggiyageeti issisan hiriiphidi siyoosona.,The,positive
xana'iyo timirttiya.,"Mathematics is the study of numbers, quantities, and",positive
%● Kootiya ceegay hitiis.,The old coat is worn out.,negative
geetettees.,Temperatures are measured by an instrument called a thermometer.,negative
azalssiis.,The hot weather made them lazy.,negative
Citay diraama be'idi hombbociis.,The spectators shouted gaily at the drama.,negative
Honqqooqoy koosuwa geeshshees.,Local medicine cures from tapeworm.,negative
hoommotiya%1. adjective%► lathery%● hoommotiya saamunaa,lathery soap,negative
ogiyan horrattees.,Cars make sounds on the road.,positive
goshshan katta ayfiya hoskkayiis.,He scattered the seeds on the farmland.,negative
Oosanchcha maccaasatu hostteelee/aqiyosay aakimetun oyqettiis.,The working,positive
miidi qashettiis.,The chief of our village was imprisoned due to corruption.,negative
humatettaa%1. noun%► disability%● Humatettay hiyeesatetta gidenna.,Disability,negative
shanxxaa xoo'iyara hariya zokkuwappe hususattees.,The teff is being scattered,negative
kaalettiyo citaassi eta eraadan oosuwa gishiis.,The manager delegated the work,positive
yaanawu dees.,Everyone is going to come to the office.,positive
uttiis.,The monkey sat on the top of the tree.,positive
huusiis.,He removed the millet leaves.,negative
iccaasu.,The mother hit the naughty child on the back.,negative
loohosona.,Cadets train to be members of the armed forces.,positive
giiriyo giiraa.,In olden days 'icha wobata' is a tax given to the queen.,negative
boos.,We go to school five time a week.,positive
ifittaa golggiya%1. noun%► bolt%● Ifittay golggiyan gorddettees.,We close the,positive
gorddiya ifittaa geettees.,We call 'ifita' a local door made of tendril.,negative
iirichchuwa maayaasu.,She wore the small cotton blanket in bed.,negative
keettan ililaasu.,The woman thrilled in the church.,positive
ililuwa%1. noun%► honey%● Ililoy payyatettaassi lo''o.,Honey is good for,positive
saho.,Leprosy is a deadly disease.,negative
indde%1. adjective%► female (of animals)%● indde kuttiyo,a hen,positive
haahuwan inggaazettaa,the tiger's grumbling in the distance,negative
irkkabootiya%1. noun%► saucer%● Siiniyanne irkkaabootiya meecca.,Wash the cups,negative
"feathers removed%● Irppaniyan zin""iyogaa dosees.",He likes to sleep on the,negative
irzziiziis%1. intransitive verb%► roll%● Na'ay irzziizuwa irzziizissis.,The,positive
ishalaasu.,The widow was cared for by her sons and daughters.,positive
